,addr,ruler,lat,lon,num_rooms,num_floor,num_price,text,dominant_topic,topic_percentage_contrib,sale_category,house_prices,currency,house_prices_usd
386,Abovyan,two hundred and twenty-five square metres,40.18250969,44.5168256,4 room,"  6/15 , new construction ","Sale-630,000$",Abovyan four room two hundred and twenty-five square metres  floor sixth/fifteenth   new construction  Sale-630000$ Three bedroom apartment Tumanyan Abovyan crossroad currently sale It cover area occupies th floor elite building Centralized heating air conditioning system installed An open balcony view cinema Moscow available Security system installed The building also elevator Opera House restaurant Garun bank branch bus stop located nearby ,2.0,0.9839000105857849,Sale,630000.0,$,630000.0
387,Belyakov str ,one hundred and thirty square metres,40.18086011,44.51783044,4 room,"  5/9 , new construction ","Sale-285,000$",Belyakov str  four room one hundred and thirty square metres  floor fifth/ninth   new construction  Sale-285000$ Three bedroom apartment Belyakov street next Sakharov square cinema Moscow currently sale It cover area occupies th floor new building The apartment newly renovated Local heating system installed alongside air conditioner There corridor living room bedroom kitchen bathroom apartment The apartment sale together furniture home appliance underground parking spot Post office bus stop located nearby ,2.0,0.9873999953269958,Sale,285000.0,$,285000.0
388,Azatutyan ave ,forty square metres,40.2024251,44.52334239,1 room,  3/12 ,"Sale-47,000$",Azatutyan ave  one room forty square metres  floor third/twelfth  Sale-47000$ One bedroom apartment Azatutyan avenue next supermarket Nor Zovk currently sale It cover area occupies rd floor building All utility available Local heating system installed The apartment sale together furniture ,2.0,0.6069999933242798,Sale,47000.0,$,47000.0
389,Shiraz,eighty-seven square metres,40.20530248,44.46304227,3 room,  1/9 ,"Sale-77,000$",Shiraz three room eighty-seven square metres  floor first/ninth  Sale-77000$ For sale comfortable apartment area sqm st floor panel house Shiraz Street next Domus hypermarket The apartment completely renovated floor covered laminate press granite heating local heating air conditioning system installed Sold kitchen furniture closet ,0.0,0.9815000295639038,Sale,77000.0,$,77000.0
390,Kajaznuni,ninety-eight square metres,40.16970062,44.51900101,3 room,  2/9 ,"Sale-150,000$",Kajaznuni three room ninety-eight square metres  floor second/ninth  Sale-150000$ Two bedroom comfortable apartment Kajaznuni street currently sale It cover area occupies nd floor storey building The apartment fully renovated Local heating system air conditioner installed room The apartment bathroom one jacuzzi installed All room furnished equipped necessary appliance ,2.0,0.7423999905586243,Sale,150000.0,$,150000.0
391,Bagratunyats,ninety-four square metres,40.150433,44.484654,3 room,  4/4 ,"Sale-85,000$",Bagratunyats three room ninety-four square metres  floor fourth/fourth  Sale-85000$ For sale apartment area sq Bagratunyats Street near square Garegin Nzhdeh metro station th floor stone house project The apartment fully renovated furnished equipped necessary appliance A local heating system installed floor covered laminate The bathroom tiled equipped plumbing Sold together furniture ,0.0,0.9818000197410583,Sale,85000.0,$,85000.0
392,Hin Erevantsi,one hundred and forty square metres,40.1838257,44.51400892,5 room,  2/11 ,"Sale-450,000$",Hin Erevantsi five room one hundred and forty square metres  floor second/eleventh  Sale-450000$ For sale spacious apartment area sqm nd floor panel building stone garage sqm near intersection Lalayants Tumanyan street best part city The apartment completely renovated local heating air conditioning system installed floor covered decorative hardwood Both bathroom tiled equipped plumbing fixture The apartment furnished equipped household appliance Nearby Opera Ballet Theater Swan Lake bank shop entertainment venue ,0.0,0.5350000262260437,Sale,450000.0,$,450000.0
393,Northern av ,one hundred and ten square metres,40.18004707,44.51474022,3 room,"  7/10 , new construction ","Sale-280,000$",Northern av  three room one hundred and ten square metres  floor seventh/tenth   new construction  Sale-280000$ apartment area sale th floor storey building North Avenue near intersection Abovyan street The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor wooden Provided constant water gas Cable TV internet connection available Heated gas boiler The kitchen bathroom tiled equipped sanitary ware All room furnished Outdoor parking provided All necessary shop school nearby ,2.0,0.8496000170707703,Sale,280000.0,$,280000.0
394,Sayat Nova ave ,forty-seven square metres,40.1783332,44.52585768,1 room,  2/5 ,"Sale-83,900$",Sayat Nova ave  one room forty-seven square metres  floor second/fifth  Sale-83900$ For sale а apartment area sqm nd floor stone building project first line Avenue The apartment need repair floor covered parquet ceiling high bathroom tiled equipped plumbing The enclosed balcony used bedroom Nearby shop bank transport stop entertainment venue ,1.0,0.5389000177383423,Sale,83900.0,$,83900.0
395,Mashtots avenue,eighty-five square metres,40.1803755,44.50877935,3 room,  9/10 ,"Sale-165,000$",Mashtots avenue three room eighty-five square metres  floor ninth/tenth  Sale-165000$ Two bedroom apartment Mashtots Amiryan crossroad nd lane currently sale It cover area occupies th floor building The apartment newly renovated Local heating system installed alongside air conditioner The apartment sale together furniture home appliance ,2.0,0.9811000227928162,Sale,165000.0,$,165000.0
396,Northern av ,one hundred and eighteen square metres,40.18158974,44.51495078,3 room,"  6/12 , new construction ","Sale-425,000$",Northern av  three room one hundred and eighteen square metres  floor sixth/twelfth   new construction  Sale-425000$ Two bedroom spacious apartment Northern Avenue near cafe La Boheme currently sale long term daily rent It cover area occupies th floor new residential storey building The apartment renovated It furnished equipped necessary appliance Centralized heating conditioning system installed Cable TV Internet available The building security worker The long term rent price price daily rent If wanted offer service professional driver meet airport take beforehand reserved address The apartment located downtown Opera Swan lake The Republic Square numerous museum cultural sight well brand shop shopping center cafe restaurant bank branch supermarket Parma located nearby ,2.0,0.9921000003814697,Sale,425000.0,$,425000.0
397,Babayan,one hundred and thirty square metres,40.20014568,44.51670775,3 room,"  5/6 , new construction ","Sale-245,000$",Babayan three room one hundred and thirty square metres  floor fifth/sixth   new construction  Sale-245000$ Two bedroom modern apartment Babayan street near Victory Park currently sale rent It cover area occupies th floor new residential storey building The apartment renovated All room furnished equipped necessary appliance Local heating system heating floor air conditioner installed The building elevator The apartment open balcony nice view Underground parking allocated car Video surveillance installed ,2.0,0.9855999946594238,Sale,245000.0,$,245000.0
398,Z Andranik,forty square metres,40.167457,44.443726,2 room,  1/9 ,"Sale-42,000$",Z Andranik two room forty square metres  floor first/ninth  Sale-42000$ For sale duplex apartment area sqm Zoravar Andranik street st floor panel house separate entrance The apartment completely renovated local heating air conditioning system installed floor covered laminate tile Ceiling height The bathroom tiled equipped plumbing Near house park shop school kindergarten transport stop ,0.0,0.8413000106811523,Sale,42000.0,$,42000.0
399,Northern av ,sixty-five square metres,40.1831837,44.5143439,2 room,"  7/11 , new construction ",Sale-onrequest,Northern av  two room sixty-five square metres  floor seventh/eleventh   new construction  Sale-onrequest For sale rent apartment area sqm th floor new building Hin Erevantsi Street far Northern Avenue The apartment completely renovated local heating air conditioning system installed floor covered laminate The bathroom kitchen lined European tile equipped plumbing fixture The room kitchen furnished modern furniture There cable TV internet There many closet corridor kitchen Open parking provided There shop entertainment venue nearby ,0.0,0.9847000241279602,Sale,0.0,,0.0
400,Tumanyan St ,thirty-nine square metres,40.18040085,44.52069855,1 room,  2/5 ,"Sale-100,000$",Tumanyan St  one room thirty-nine square metres  floor second/fifth  Sale-100000$ For sale apartment area sqm nd floor stone building project intersection Tumanyan Avag Petrosyan Streets The apartment renovated local heating air conditioning system installed floor covered mosaic hardwood tile bathroom lined equipped plumbing The apartment furnished equipped household appliance There open balcony Nearby shop bank school cafe entertainment venue Sold furniture appliance ,0.0,0.9431999921798706,Sale,100000.0,$,100000.0
